,Unnamed: 0,Portal,Título,Resumo,Data,URL,sentimento,confianca
165,165,Joven Pan,"Com pouco de sol e sem chance de chuva, São Paulo terá um domingo frio, com máxima de 20°C","Cidade está sob alerta devido às baixas temperaturas, que devem subir gradualmente até quarta-feira (9)",2025-07-06 10:22:00,https://jovempan.com.br/noticias/brasil/com-pouco-de-sol-e-sem-chance-de-chuva-sao-paulo-tera-um-domingo-frio-com-maxima-de-20c.html,positive,0.3835919499397278
166,166,Joven Pan,Tarcísio destaca obras da Defesa Civil para enfrentar desastres: ‘Trabalho apaixonado e silencioso’,"Pacote para municípios inclui contenção de riscos, equipamentos e veículos; desde a tragédia no litoral norte, governo paulista tem aumentado os investimentos",2025-07-02 10:14:00,https://jovempan.com.br/noticias/brasil/tarcisio-destaca-obras-da-defesa-civil-para-enfrentar-desastres-trabalho-apaixonado-e-silencioso.html,positive,0.5600863099098206
167,167,Joven Pan,"Mais de 80% das cidades brasileiras sofreram desastres causados por chuvas nos últimos quatro anos, revela relatório","De acordo com Aliança Brasileira pela Cultura Oceânica, número de inundações, marés altas e deslizamentos de terra após episódios de precipitações intensas passou de 2.335 para 7.539 entre 2020 e o fim de 2023",2025-07-02 07:32:00,https://jovempan.com.br/noticias/brasil/mais-de-80-das-cidades-brasileiras-sofreram-desastres-causados-por-chuvas-nos-ultimos-quatro-anos-revela-relatorio.html,negative,0.7941424250602722
168,168,Joven Pan,Chegada de frente fria provoca chuva e baixas temperaturas em SP nesta terça-feira,"De acordo com a Defesa Civil do Estado, além do frio intenso em várias regiões paulistas, sistema meteorológico— com atuação até quinta-feira (3) — também deve reduzir os níveis de umidade do ar",2025-07-01 07:19:00,https://jovempan.com.br/noticias/brasil/chegada-de-frente-fria-provoca-chuva-e-baixas-temperaturas-em-sp-nesta-terca-feira.html,negative,0.7911506295204163
169,169,Joven Pan,Tragédia na Indonésia: Itamaraty informa que não poderá custear translado do corpo de Juliana Marins,"Ao todo, a operação de resgate da brasileira durou mais de 14 horas; em nota publicada nas redes sociais, o Parque Nacional do Monte Rinjani afirmou que o processo foi concluído com ‘extremo cuidado’",2025-06-25 15:49:00,https://jovempan.com.br/noticias/brasil/tragedia-na-indonesia-itamaraty-informa-que-nao-podera-custear-translado-do-corpo-de-juliana-marins.html,negative,0.5068809986114502
170,170,Joven Pan,Tragédias se repetem no Monte Rinjani: relembre acidentes antes da morte de Juliana Marins,"Entre 2020 e 2025, cinco pessoas já haviam perdido a vida no vulcão indonésio; terreno íngreme e trilhas desafiadoras elevam o risco de quedas",2025-06-24 19:06:00,https://jovempan.com.br/noticias/brasil/tragedias-se-repetem-no-monte-rinjani-relembre-acidentes-antes-da-morte-de-juliana-marins.html,negative,0.7734188437461853
171,171,Joven Pan,Lula lamenta tragédia com brasileira em vulcão na Indonésia,Ministra dos Direitos Humanos defende que sonhos femininos não sejam transformados em culpa após tragédia,2025-06-24 18:49:00,https://jovempan.com.br/noticias/brasil/dor-e-comocao-lula-lamenta-tragedia-com-brasileira-em-vulcao-na-indonesia.html,negative,0.8750535249710083
172,172,Joven Pan,"Defesa Civil alerta para frio, ventos e chuvas intensas em todo o Estado de São Paulo","Períodos mais críticos de frio estão previstos para as madrugadas de terça e quarta-feira; Abrigo Solidário na estação Pedro II, da Linha 3-Vermelha do Metrô, vai acolher pessoas em situação de rua",2025-06-22 16:20:00,https://jovempan.com.br/noticias/brasil/defesa-civil-alerta-para-frio-ventos-e-chuvas-intensas-em-todo-o-estado-de-sao-paulo.html,negative,0.516006350517273
173,173,Joven Pan,Rio Grande do Sul libera R$ 60 milhões para cidades afetadas por chuvas intensas,"Dessa quantia, R$ 30 milhões serão direcionados ao Departamento Autônomo de Estradas de Rodagem (Daer), enquanto os outros R$ 30 milhões serão disponibilizados para as prefeituras que formalizarem a declaração de emergência",2025-06-20 20:18:00,https://jovempan.com.br/noticias/brasil/rio-grande-do-sul-libera-r-60-milhoes-para-cidades-afetadas-por-chuvas-intensas.html,positive,0.5745724439620972
174,174,Joven Pan,"Chuvas no RS deixam três mortos, mais de 6.000 desalojados e 98 cidades afetadas",Terceira vítima confirmada é um homem de 72 anos que morreu após uma árvore cair sobre o carro que ele dirigia em uma via entre São Leopoldo e Sapucaia do Sul,2025-06-20 14:33:00,https://jovempan.com.br/noticias/brasil/chuvas-no-rs-deixam-tres-mortos-mais-de-6-000-desalojados-e-98-cidades-afetadas.html,negative,0.8628169894218445
175,175,Joven Pan,"Chuvas permanecem no Rio Grande do Sul, mas perdem força","Defesa Civil do estado emitiu um alerta para as regiões norte e nordeste, onde o risco de alagamentos permanece moderado",2025-06-19 23:34:00,https://jovempan.com.br/noticias/brasil/chuvas-permanecem-do-rio-grande-do-sul-mas-perdem-forca.html,negative,0.6229312419891357
176,176,Joven Pan,Chuvas causam duas mortes e um desaparecimento no Rio Grande do Sul,"Precipitações superiores a 100 milímetros causam enchentes, deslizamentos, quedas de árvores, bloqueios de rodovias e evacuações emergenciais nas mesmas regiões de 2024",2025-06-19 08:51:00,https://jovempan.com.br/noticias/brasil/chuvas-causam-duas-mortes-e-um-desaparecimento-no-rio-grande-do-sul.html,negative,0.9186114072799683
177,177,Joven Pan,Inmet emite alerta vermelho de chuva para o Rio Grande do Sul,"Condição climática indica grande perigo, com precipitações de até 100 milímetros por dia na região metropolitana de Porto Alegre, Santa Maria, Cruz Alta e Cachoeira do Sul",2025-06-18 09:40:00,https://jovempan.com.br/programas/jornal-da-manha/inmet-emite-alerta-vermelho-de-chuva-para-o-rio-grande-do-sul.html,negative,0.8267917037010193
178,178,Joven Pan,Rio Grande do Sul registra chuvas fortes em cerca de 23 municípios e está sob alerta vermelho,"Tempestades no Estado causaram áreas alagadas, queda de árvores, falta de energia, bloqueio de rodovias e deixaram pessoas desalojadas ou desabrigadas",2025-06-17 19:26:00,https://jovempan.com.br/noticias/brasil/rio-grande-do-sul-registra-chuvas-fortes-em-cerca-de-23-municipios-e-esta-sob-alerta-vermelho.html,negative,0.9181454181671143
179,179,Joven Pan,"Sem previsão de chuva, tempo firme predomina no Sudeste e Centro-Oeste","Após primeira onda de frio do ano, semana começa com elevação gradual das temperaturas; por outro lado, Inmet emite alerta de tempestade para a faixa leste do Nordeste",2025-06-16 09:31:00,https://jovempan.com.br/programas/jornal-da-manha/sem-previsao-de-chuva-tempo-firme-predomina-no-sudeste-e-centro-oeste.html,positive,0.5034862160682678
180,180,Joven Pan,Tempestades colocam São Paulo em estado de alerta nesta terça-feira,"De acordo com o Inmet, há risco para chuvas de até 50mm/dia e ventos que podem chegar a 60 km/h em grande parte do Estado",2025-06-03 08:24:00,https://jovempan.com.br/programas/jornal-da-manha/tempestades-colocam-sao-paulo-em-estado-de-alerta-nesta-terca-feira.html,negative,0.6318262815475464
181,181,Joven Pan,Onda de frio intensa chega ao Sul do Brasil com previsão de alagamentos e até neve,"No Rio Grande do Sul, temporais já provocaram danos em localidades como Alegrete e Santa Cruz do Sul, levando a Defesa Civil a emitir alertas",2025-05-28 17:22:00,https://jovempan.com.br/noticias/brasil/onda-de-frio-intensa-chega-ao-sul-do-brasil-com-previsao-de-alagamentos-e-ate-neve.html,negative,0.7725012898445129
182,182,Joven Pan,Regiões Sul e Sudeste não têm previsão de chuva nesta terça-feira,"Com tempo firme e seco, massa de ar frio começa a perder força, resultando em temperaturas um pouco mais amenas",2025-05-13 09:25:00,https://jovempan.com.br/programas/jornal-da-manha/regioes-sul-e-sudeste-nao-tem-previsao-de-chuva-nesta-terca-feira.html,negative,0.7203890681266785
183,183,Joven Pan,Virginia Fonseca será ouvida na CPI das Bets no dia 13 de maio,"Sessão está marcada para a próxima terça-feira (13) às 11h; convocação foi feita pela senadora Soraya Thronicke, que atua como relatora da CPI",2025-05-07 22:21:00,https://jovempan.com.br/entretenimento/famosos/virginia-fonseca-sera-ouvida-na-cpi-das-bets-no-dia-13-de-maio.html,positive,0.5250927209854126
184,184,Joven Pan,Semana começa sem chuva e com temperaturas acima da média em São Paulo,Centro de Gerenciamento de Emergências prevê manhãs geladas e calor à tarde durante a primeira semana de maio,2025-05-05 10:39:00,https://jovempan.com.br/programas/jornal-da-manha/semana-comeca-sem-chuva-e-com-temperaturas-acima-da-media-em-sao-paulo.html,positive,0.4323495328426361
185,185,Joven Pan,"Um ano após enchentes, cerca de 380 pessoas seguem em abrigos no RS",Situação atinge famílias em situação de extrema vulnerabilidade,2025-04-30 13:32:00,https://jovempan.com.br/noticias/brasil/um-ano-apos-enchentes-cerca-de-380-pessoas-seguem-em-abrigos-no-rs.html,negative,0.7284310460090637
186,186,Joven Pan,"São Paulo deve ter chuva nesta segunda, mostra previsão do tempo","Expectativa é de precipitações inicialmente fracas, mas que podem ganhar força e se generalizar ao longo do dia",2025-04-28 08:45:00,https://jovempan.com.br/noticias/brasil/sao-paulo-deve-ter-chuva-nesta-segunda-mostra-previsao-do-tempo.html,negative,0.6340289115905762
187,187,Joven Pan,Duas regiões da cidade entram em estado de atenção para alagamentos por causa das chuvas em SP,"Região do Itaim Paulista, na zona leste, é uma das mais afetadas e recebeu alerta após o córrego que leva o nome do bairro transbordar",2025-04-25 16:33:00,https://jovempan.com.br/noticias/brasil/duas-regioes-da-cidade-entram-em-estado-de-atencao-para-alagamentos-por-causa-das-chuvas-em-sp.html,positive,0.6228536367416382
188,188,Joven Pan,"Entre sol e nuvens, São Paulo terá chuva e temperaturas amenas no fim de semana","Devido às instabilidades registradas em todas as regiões do estado, a Defesa Civil emitiu na última quinta-feira (24) um alerta para a possibilidade de tempestades, que podem se prolongar nos próximos dias",2025-04-25 08:09:00,https://jovempan.com.br/noticias/brasil/entre-sol-e-nuvens-sao-paulo-tera-chuva-e-temperaturas-amenas-no-fim-de-semana.html,negative,0.5333686470985413
189,189,Joven Pan,Defesa Civil ativa gabinete de crise por risco de tempestades em SP,"Diante da previsão de chuvas fortes, ventos e granizo entre quinta (24) e sexta-feira (25), iniciativa visa minimizar possíveis transtornos nas regiões que podem ser afetadas, bem como alertar a população",2025-04-24 13:50:00,https://jovempan.com.br/programas/jornal-da-manha/defesa-civil-ativa-gabinete-de-crise-por-risco-de-tempestades-em-sp.html,negative,0.6062138676643372
190,190,Joven Pan,Estudo revela que água da chuva pode estar contaminada por agrotóxicos,"Resultados indicaram que Campinas apresentou a maior concentração de agrotóxicos, com 701 µg/m², seguida por Brotas, que registrou 680 µg/m², e São Paulo, com 223 µg/m²",2025-04-23 17:22:00,https://jovempan.com.br/noticias/brasil/estudo-revela-que-agua-da-chuva-pode-estar-contaminada-por-agrotoxicos.html,negative,0.5345693230628967
191,191,Joven Pan,Sul e Sudeste terão tempo firme sem previsão de chuva nesta quarta-feira,"Presença de um sistema de alta pressão atmosférica dificulta a formação de nuvens carregadas na maior parte do país, reduzindo as chances de precipitações em várias regiões",2025-04-23 10:07:00,https://jovempan.com.br/programas/jornal-da-manha/sul-e-sudeste-terao-tempo-firme-sem-previsao-de-chuva-nesta-quarta-feira.html,negative,0.6102341413497925
192,192,Joven Pan,Chuvas intensas causam alagamentos e deslizamentos em São Paulo,"No Guarujá, a precipitação foi alarmante, com cerca de 191 milímetros de chuva em apenas seis horas, superando a média mensal de 190,7 mm",2025-04-20 12:40:00,https://jovempan.com.br/noticias/brasil/chuvas-intensas-causam-alagamentos-e-deslizamentos-em-sao-paulo.html,negative,0.8046959638595581
193,193,Joven Pan,Chuvas em São Paulo causam alagamentos e deixam mais de 68 mil imóveis sem energia,"Até às 18h, o Corpo de Bombeiros tinha atendido nove ocorrências de quedas de árvore, todas na Zona Leste, quatro casos de inundações e enchentes, em Osasco, na Região Metropolitana de São Paulo, e na Zona Leste da capital",2025-04-18 21:26:00,https://jovempan.com.br/noticias/brasil/chuvas-em-sao-paulo-causam-alagamentos-e-deixam-mais-de-68-mil-imoveis-sem-energia.html,negative,0.8672499060630798
194,194,Joven Pan,"Após madrugada em estado de atenção, São Paulo amanhece com tempo nublado e sem previsão de chuva",Terça-feira (15) será marcada por tempo seco e temperatura máxima não deve superar os 24°C,2025-04-15 07:53:00,https://jovempan.com.br/noticias/brasil/apos-madrugada-em-estado-de-atencao-sao-paulo-amanhece-com-tempo-nublado-e-sem-previsao-de-chuva.html,negative,0.6896329522132874
195,195,Joven Pan,Veja como estão as obras para reparar cratera na Marginal Tietê após fortes chuvas do final de semana,Companhia de Saneamento Básico do Estado de São Paulo (Sabesp) informou que já finalizou o processo de aterramento do local,2025-04-14 09:44:00,https://jovempan.com.br/programas/jornal-da-manha/obras-de-reparo-apos-cratera-na-marginal-tiete-ainda-nao-foram-concluidas.html,negative,0.5239230990409851
196,196,Joven Pan,São Paulo terá chuva moderada nesta segunda-feira,Capital paulista foi impactada por uma nova frente fria durante o final de semana que provocou fortes precipitações na última madrugada,2025-04-14 09:05:00,https://jovempan.com.br/programas/jornal-da-manha/sao-paulo-tera-chuva-moderada-nesta-segunda-feira.html,negative,0.7307648658752441
197,197,Joven Pan,"Chuva forte atinge São Paulo, Rio de Janeiro e o Sul do país nesta quarta-feira","Sistema de baixa pressão atmosférica está em atuação no Sudeste, impactando diretamente a capital paulista e as áreas serranas fluminenses; ventos que podem alcançar velocidades entre 50 km/h e 70 km/h",2025-04-09 09:35:00,https://jovempan.com.br/noticias/brasil/chuva-forte-atinge-sao-paulo-rio-de-janeiro-e-o-sul-do-pais-nesta-quarta-feira.html,positive,0.5403935313224792
198,198,Joven Pan,Chuva perde força e frio continua no Sudeste,"Semana começa com temperaturas mais geladas; no decorrer da semana, a chegada de uma nova frente fria deve manter os termômetros em baixa",2025-04-07 10:33:00,https://jovempan.com.br/noticias/brasil/chuva-perde-forca-e-frio-continua-no-sudeste.html,negative,0.5903437733650208
199,199,Joven Pan,"Em 24 horas, Petrópolis tem volume de chuva 50% superior ao esperado para o mês de abril","Equipes de emergência estão mobilizadas para realizar a limpeza e prestar assistência nas áreas mais afetadas, onde o risco de deslizamentos é elevado",2025-04-06 17:00:00,https://jovempan.com.br/noticias/brasil/em-24-horas-petropolis-tem-volume-de-chuva-50-superior-ao-esperado-para-o-mes-de-abril.html,positive,0.714269757270813
200,200,Joven Pan,Moradores começam a voltar para casa em Ubatuba após fortes chuvas que deixaram cidade alagada,"Defesa Civil está trabalhando na recuperação da ponte da Estrada da Folha Seca, e não será necessário criar um abrigo temporário para os desabrigados",2025-04-06 16:20:00,https://jovempan.com.br/noticias/brasil/moradores-comecam-a-voltar-para-casa-em-ubatuba-apos-fortes-chuvas-que-deixaram-cidade-alagada.html,negative,0.7205474972724915
201,201,Joven Pan,Cabra fica presa em porta-malas de carro após alagamento em Petrópolis,O animal foi resgatado por bombeiros e devolvido ao dono,2025-04-06 09:42:00,https://jovempan.com.br/noticias/brasil/cabra-fica-presa-em-porta-malas-de-carro-apos-alagamento-em-petropolis.html,negative,0.8670779466629028
202,202,Joven Pan,Nova frente fria causará queda de temperaturas e chuvas ao Brasil,Massa de ar frio virá acompanhada de ventos de origem polar que intensificarão a sensação de frio nas regiões Sul e Sudeste do país,2025-04-06 07:25:00,https://jovempan.com.br/noticias/brasil/nova-frente-fria-causara-queda-de-temperaturas-e-chuvas-ao-brasil.html,negative,0.7742705345153809
203,203,Joven Pan,"Chuvas em São Paulo fazem rios transbordarem, árvores caírem e deixam famílias desalojadas","Gestão estadual disse que enviará ajuda humanitária para atender as pessoas afetadas. O auxílio inclui cestas básicas, kits de higiene pessoal, colchões, cobertores, entre outros itens, que deverão ser retirados em um depósito da Defesa Civil em Tremembé",2025-04-05 23:00:00,https://jovempan.com.br/noticias/brasil/chuvas-em-sao-paulo-fazem-rios-transbordarem-arvores-cairem-e-deixam-familias-desalojadas.html,negative,0.6222528219223022
204,204,Joven Pan,Cláudio Castro critica falta de apoio federal após chuvas em Angra dos Reis,"Governador do Rio de Janeiro lembrou que o apoio do governo federal foi insuficiente após as chuvas devastadoras que atingiram Petrópolis em 2022, resultando na morte de mais de 200 pessoas",2025-04-05 22:42:00,https://jovempan.com.br/noticias/brasil/claudio-castro-critica-falta-de-apoio-federal-apos-chuvas-em-angra-dos-reis.html,negative,0.9044770002365112
205,205,Joven Pan,Chuvas intensas deixam moradores ilhados em Ubatuba,"Cidade registrou um total de 160 milímetros de precipitação nas últimas 24 horas, sendo 138 milímetros apenas nas últimas 12 horas, o que levou a Defesa Civil a emitir um alerta de severidade",2025-04-05 19:31:00,https://jovempan.com.br/noticias/brasil/chuvas-intensas-deixam-moradores-ilhados-em-ubatuba.html,negative,0.6767634153366089
206,206,Joven Pan,Angra dos Reis declara estado de emergência após intensas chuvas e deslizamentos,"Intensas chuvas em Angra dos Reis deixam 346 desalojados e provocam deslizamentos, levando a um estado de emergência na cidade.",2025-04-05 19:10:00,https://jovempan.com.br/noticias/brasil/angra-dos-reis-declara-estado-de-emergencia-apos-intensas-chuvas-e-deslizamentos.html,negative,0.5668851733207703
207,207,Joven Pan,Rodovia Rio-Santos é interditada por causa das fortes chuvas,Concessionária CCR Rio-Santos aguarda a realização de uma vistoria para avaliar as condições de segurança e a possibilidade de reabertura da via,2025-04-05 18:31:00,https://jovempan.com.br/noticias/brasil/rodovia-rio-santos-e-interditada-por-causa-das-forte-chuvas.html,negative,0.7161691188812256
208,208,Joven Pan,"Chuvas intensas no RJ provocam acionamento de sirenes e deslizamento, e deixam desalojados em Angra dos Reis","Ao menos 193 pessoas foram forçadas a deixar suas casas, embora não tenham sido registrados feridos; cidade do RJ enfrenta estágio 2 de alerta em razão das chuvas intensas que têm atingido a região",2025-04-05 16:02:00,https://jovempan.com.br/noticias/brasil/chuvas-intensas-no-rj-provocam-acionamento-de-sirenes-e-deslizamento-e-deixam-desalojados-em-angra-dos-reis.html,negative,0.795375406742096
209,209,Joven Pan,Rodovia dos Tamoios é interditada após chuvas intensas,Autoridades tomaram medidas preventivas após o volume de precipitação superar 100 milímetros em um período de 72 horas; trânsito flui em operação comboio,2025-04-05 13:48:00,https://jovempan.com.br/noticias/brasil/rodovia-dos-tamoios-e-interditada-apos-chuvas-intensas.html,negative,0.5866102576255798
210,210,Joven Pan,Chuva forte causa transtornos na Grande São Paulo e interior do Estado,"Em Diadema, Corpo de Bombeiros teve que intervir para resgatar um motorista que ficou preso em seu veículo; deslizamento de terra em Guarulhos resultou em 32 pessoas desalojadas",2025-04-05 05:07:00,https://jovempan.com.br/noticias/brasil/chuva-forte-causa-transtornos-na-grande-sao-paulo-e-interior-do-estado.html,negative,0.8885509967803955
211,211,Joven Pan,Chuvas intensas em Angra dos Reis fecham Rodovia Rio-Santos e geram deslizamentos,"Situação gera preocupações com deslizamentos de terra, levando ao desalojamento de nove pessoas",2025-04-05 00:00:00,https://jovempan.com.br/noticias/brasil/chuvas-intensas-em-angra-dos-reis-fecham-rodovia-rio-santos-e-geram-deslizamentos.html,negative,0.4705575704574585
212,212,Joven Pan,Petrópolis suspende aulas e decreta ponto facultativo por chuvas intensas,"Marinha do Brasil também emitiu um alerta sobre ressaca no mar, prevendo ondas que podem atingir entre 2,5 e 3 metros",2025-04-04 13:02:00,https://jovempan.com.br/noticias/brasil/petropolis-suspende-aulas-e-decreta-ponto-facultativo-por-chuvas-intensas.html,negative,0.5022006630897522
213,213,Joven Pan,São Paulo e Rio de Janeiro estão sob alerta vermelho para chuvas intensas devido à chegada da primeira frente fria do ano,"De acordo com o Inmet, precipitações podem chegar a 100 mm por dia, com alto risco de alagamentos, transbordamentos de rios e deslizamentos",2025-04-04 11:10:00,https://jovempan.com.br/programas/jornal-da-manha/sao-paulo-e-rio-de-janeiro-estao-sob-alerta-vermelho-para-chuvas-intensas-devido-a-chegada-da-primeira-frente-fria-do-ano.html,negative,0.6560954451560974
214,214,Joven Pan,São Paulo terá chuvas intensas nesta quinta-feira,"Com a chegada de uma frente fria vinda do Sul, a Defesa Civil alerta que, além da queda nos termômetros, a condição pode favorecer a ocorrência de temporais",2025-04-03 07:20:00,https://jovempan.com.br/noticias/brasil/sao-paulo-tera-chuvas-intensas-nesta-quinta-feira.html,positive,0.5116768479347229
215,215,Joven Pan,Governo prorroga campanha ‘SP Sempre Alerta – Operação Chuvas’,Decisão foi tomada pela Defesa Civil após a previsão de chuvas intensas até o dia 06 de abril,2025-04-02 10:00:00,https://jovempan.com.br/programas/jornal-da-manha/governo-prorroga-campanha-sp-sempre-alerta-operacao-chuvas.html,negative,0.5033244490623474
216,216,Joven Pan,"Chuva no Grande ABC alaga Avenida do Estado, invade casas e interrompe circulação de trens",A Linha 10-Turquesa da CPTM foi paralisada no trecho entre as estações Utinga e Mauá; carros ficaram submersos em diversos pontos das cidades da região,2025-03-31 18:26:00,https://jovempan.com.br/noticias/brasil/chuva-causa-estragos-no-grande-abc-e-deixa-sao-paulo-em-estado-de-atencao-para-alagamentos.html,positive,0.4696749150753021
217,217,Joven Pan,Centro-Sul do Brasil deve ter chuva nesta quarta,"Apesar do calor durante o dia, as noites e manhãs tendem a ser mais frescas, especialmente em São Paulo, onde a sensação de abafamento diminui à noite",2025-03-26 09:04:00,https://jovempan.com.br/programas/jornal-da-manha/centro-sul-do-brasil-deve-ter-chuva-nesta-quarta.html,negative,0.6484060287475586
218,218,Joven Pan,Última semana de março será abafada e terá pancadas de chuva durante as tardes em São Paulo,"De acordo com a previsão do Centro de Gerenciamento de Emergências Climáticas, há possibilidade de temporais e formação de alagamentos em alguns pontos da cidade",2025-03-24 07:45:00,https://jovempan.com.br/noticias/brasil/ultima-semana-de-marco-sera-abafada-e-tera-pancadas-de-chuva-durante-as-tardes-em-sao-paulo.html,negative,0.5854225754737854
219,219,Joven Pan,Trecho da Rodovia Régis Bittencourt é interditado devido à chuva,"De acordo com a Arteris, concessionária responsável pela via, a pista sentido São Paulo está fechada e o fluxo está sendo desviado por dentro de Itapecerica",2025-03-23 19:41:00,https://jovempan.com.br/noticias/brasil/trecho-da-rodovia-regis-bittencourt-e-interditado-devido-a-chuva.html,negative,0.7273733615875244
220,220,Joven Pan,"Alagamento interrompe parte da linha 7-Rubi, da CPTM",Trens da linha 8-Diamante e a linha 9-Esmeralda também apresentam maior intervalo por conta de ações de manutenção pré-programadas,2025-03-23 18:50:00,https://jovempan.com.br/noticias/brasil/alagamento-interrompe-parte-da-linha-7-rubi-da-cptm-neste-domingo.html,positive,0.4930945336818695
221,221,Joven Pan,Defesa Civil alerta para risco de tempestades severas em São Paulo neste domingo,"Desde o início de março, a cidade registrou um total médio de 63,8 mm de precipitação, o que corresponde a 36% do volume esperado para todo o mês",2025-03-23 17:04:00,https://jovempan.com.br/noticias/brasil/defesa-civil-alerta-para-risco-de-tempestades-severas-em-sao-paulo-neste-domingo.html,positive,0.5043090581893921
222,222,Joven Pan,São Paulo terá chuva no primeiro domingo de outono,"Capital paulista tem 83% de probabilidade de chuva, com possibilidade de pancadas isoladas em todo o estado; apesar disso, temperaturas seguem elevadas, podendo chegar aos 31°C",2025-03-23 08:48:00,https://jovempan.com.br/programas/jornal-da-manha/sao-paulo-tera-chuva-no-primeiro-domingo-de-outono.html,negative,0.4929732382297516
223,223,Joven Pan,Chuva causa alagamentos e provoca transtornos em São Paulo,"Temporal começou por volta das 15h, acompanhado de ventos que atingiram 78 km/h, conforme dados da Defesa Civil",2025-03-18 23:41:00,https://jovempan.com.br/noticias/brasil/chuva-causa-alagamentos-e-provoca-transtornos-em-sao-paulo.html,negative,0.7989306449890137
224,224,Joven Pan,São Paulo pode enfrentar fortes chuvas até quarta-feira,"Situação se intensifica com a chegada de uma frente fria, com acumulados que podem ultrapassar 60 mm em algumas áreas",2025-03-18 07:20:00,https://jovempan.com.br/noticias/brasil/sao-paulo-pode-enfrentar-fortes-chuvas-ate-quarta-feira.html,negative,0.4725671708583832
225,225,Joven Pan,São Paulo terá chuva e altas temperaturas na última semana de verão,"Nesta segunda-feira (17), termômetros devem variar entre 19°C e 27°C, com alerta de pancadas no final da tarde",2025-03-17 07:28:00,https://jovempan.com.br/noticias/brasil/sao-paulo-tera-chuva-e-altas-temperaturas-na-ultima-semana-de-verao.html,positive,0.5467708706855774
226,226,Joven Pan,São Paulo enfrenta risco de tempestades até domingo,Defesa Civil emitiu um alerta na última quinta-feira (13) para possíveis temporais durante o final de semana em todo o Estado,2025-03-14 09:18:00,https://jovempan.com.br/programas/jornal-da-manha/sao-paulo-enfrenta-risco-de-tempestades-ate-domingo.html,negative,0.5270581245422363
227,227,Joven Pan,São Paulo terá chuva forte nesta quinta,"Após o temporal que atingiu a capital paulista na última quarta-feira (12), a cidade poderá novamente enfrentar transtornos pelas precipitações esperadas para os próximos dias",2025-03-13 08:23:00,https://jovempan.com.br/programas/jornal-da-manha/sao-paulo-tera-chuva-forte-nesta-quinta.html,positive,0.6472005248069763
228,228,Joven Pan,Chuvas intensas no Rio de Janeiro deixam ruas alagadas e causam transtornos no transporte público,"Sistema de metrô da cidade está operando com intervalos irregulares, o que tem gerado dificuldades para os usuários",2025-03-13 00:00:00,https://jovempan.com.br/noticias/brasil/chuvas-intensas-no-rj-deixam-ruas-alagadas-e-causam-transtornos-no-transporte-publico.html,negative,0.7430100440979004
229,229,Joven Pan,Chuva intensa em São Paulo causa queda de árvores e morte,"Segundo a Enel, mais de 175 mil imóveis estão sem energia elétrica na Região Metropolitana de São Paulo; a CGE declarou estado de atenção para alagamentos",2025-03-12 19:45:00,https://jovempan.com.br/noticias/brasil/chuva-intensa-em-sao-paulo-causa-queda-de-arvores-e-morte.html,negative,0.8880559206008911
230,230,Joven Pan,Frente fria faz temperaturas caírem no Sul e causa chuvas fortes em São Paulo,"Calor está começando a diminuir no país, trazendo um alívio para as regiões afetadas pelo clima mais quente",2025-03-11 10:51:00,https://jovempan.com.br/noticias/brasil/frente-fria-faz-temperaturas-cairem-no-sul-e-causa-chuvas-fortes-em-sao-paulo.html,negative,0.7731806039810181
231,231,Joven Pan,São Paulo terá semana marcada por chuvas e temperaturas que podem chegar a 30°C,"Defesa Civil de SP alerta para mudanças climáticas intensas na cidade com a chegada de uma frente fria no final de semana, após a onda de calor",2025-03-10 06:41:00,https://jovempan.com.br/noticias/brasil/sao-paulo-tera-semana-marcada-por-chuvas-e-temperaturas-que-podem-chegar-a-30c.html,negative,0.4442925751209259
232,232,Joven Pan,Chances de chuvas são baixas no Sudeste do Brasil,"Mapa de precipitações destaca áreas de tempo firme desde o oeste da Bahia até o Triângulo Mineiro, com temperaturas elevadas e umidade relativa do ar abaixo do ideal",2025-03-06 08:55:00,https://jovempan.com.br/programas/jornal-da-manha/chances-de-chuvas-sao-baixas-no-sudeste-do-brasil.html,negative,0.4961288869380951
233,233,Joven Pan,Chuvas de granizo causam danos em carros alegóricos das escolas de samba de São Paulo,"Acadêmicos do Tucuruvi, uma das agremiações afetadas, relatou prejuízos consideráveis, mas garantiu que manterá seu cronograma e estará pronta para o desfile",2025-02-27 23:48:00,https://jovempan.com.br/noticias/brasil/carnaval-2025/chuvas-de-granizo-causam-danos-em-carros-alegoricos-das-escolas-de-samba-de-sao-paulo.html,negative,0.6086108088493347
234,234,Joven Pan,São Paulo deve enfrentar chuvas fortes e possíveis quedas de granizo nesta quinta,Altas temperaturas devem fazer de fevereiro o mês mais quente já registrado na capital paulista; chuvas de verão têm causado transtornos na cidade,2025-02-27 10:31:00,https://jovempan.com.br/programas/jornal-da-manha/sao-paulo-deve-enfrentar-chuvas-fortes-e-possiveis-quedas-de-granizo-nesta-quinta.html,negative,0.6730362176895142
235,235,Joven Pan,São Paulo intensifica fiscalização da Lei Seca durante o Carnaval,Detran prevê 40 mil motoristas abordados; operações se iniciam na sexta-feira (28) e se estendem até terça-feira (4),2025-02-26 15:58:00,https://jovempan.com.br/noticias/brasil/sao-paulo-intensifica-fiscalizacao-da-lei-seca-durante-o-carnaval.html,positive,0.5434513092041016
